,aid,title,url,date,time,length,play,danmaku,review,favorites,coin
0,9908761,[喂狗组]二猪砍雪人,http://www.bilibili.com/video/av9908761,2017-04-17,06:21:50,02:29,7353,48,51,8,111
1,9829641,[喂狗组] 黑魂3 DLC2 黑龙邪道不卡帧100%成功新方法教学,http://www.bilibili.com/video/av9829641,2017-04-14,03:34:23,07:22,18608,232,188,158,983
2,9816267,[喂狗组]《尼尔:机械纪元》最高难度通关攻略3,http://www.bilibili.com/video/av9816267,2017-04-13,09:38:57,40:53,8650,187,110,154,246
3,9719223,[喂狗组]《尼尔:机械纪元》VH难度 手撕亚当,http://www.bilibili.com/video/av9719223,2017-04-09,02:07:59,09:46,20104,293,136,224,392
4,9709649,[喂狗组]拳皇14DLC人物 洛克霍华德 连续技,http://www.bilibili.com/video/av9709649,2017-04-08,15:32:10,01:26,15710,64,79,51,243
5,9667348,[喂狗组] 黑暗之魂3 DLC2 黑龙邪道100%成功方法教学,http://www.bilibili.com/video/av9667348,2017-04-07,02:44:02,05:43,24853,219,191,196,815
6,9564681,[喂狗组]《尼尔:机械纪元》最高难度通关攻略2,http://www.bilibili.com/video/av9564681,2017-04-02,13:17:01,37:44,11857,203,120,143,317
7,9477430,[喂狗组]黑魂3环之都 手撕老贼,http://www.bilibili.com/video/av9477430,2017-03-30,01:31:35,12:27,22846,263,123,73,522
8,9457949,[喂狗组]黑暗之魂3DLC2开(丢)荒(人)实况,http://www.bilibili.com/video/av9457949,2017-03-28,14:43:00,289:46,48456,2824,115,443,591
9,9455009,[喂狗组]黑魂3环之都 手撕拽根,http://www.bilibili.com/video/av9455009,2017-03-28,10:07:08,20:59,22300,271,134,99,562
10,9454776,[喂狗组]黑魂3环之都 手撕鬼子,http://www.bilibili.com/video/av9454776,2017-03-28,09:42:24,12:24,18080,147,114,74,346
11,9407660,[喂狗组]刀，怒斩雪翼雕！,http://www.bilibili.com/video/av9407660,2017-03-26,03:35:33,01:07,36206,49,127,124,313
12,9404017,[喂狗组]《仁王》二周目全BOSS应对详解-近江篇 完结,http://www.bilibili.com/video/av9404017,2017-03-28,23:19:25,49:57,4260,35,28,48,129
13,9379428,[喂狗组]《仁王》二周目全BOSS应对详解-关原篇,http://www.bilibili.com/video/av9379428,2017-03-26,00:37:42,33:49,4599,104,43,45,128
14,9373647,[喂狗组]《尼尔:机械纪元》最高难度通关攻略1,http://www.bilibili.com/video/av9373647,2017-03-24,21:39:39,38:43,15878,326,126,199,0
15,9268299,[喂狗组] 女神异闻录5 全中文剧情解说-Part34 游戏进度12月份25~3月20日 Fin,http://www.bilibili.com/video/av9268299,2017-03-19,19:00:01,168:45,9860,852,268,103,740
16,9215778,[喂狗组]《仁王》二周目全BOSS应对详解-东海篇,http://www.bilibili.com/video/av9215778,2017-03-21,23:30:22,35:49,4896,150,36,42,156
17,9213696,[喂狗组]《仁王》二周目全BOSS应对详解-近畿篇,http://www.bilibili.com/video/av9213696,2017-03-17,02:56:38,39:13,7301,156,40,56,223
18,9194168,[喂狗组]《尼尔2》邪道:基地快速到达水没都市,http://www.bilibili.com/video/av9194168,2017-03-16,01:18:15,01:42,11208,44,54,84,218
19,9117019,[喂狗组]《仁王》二周目全BOSS应对详解-中国篇,http://www.bilibili.com/video/av9117019,2017-03-12,23:30:33,22:00,15889,169,50,107,388
20,9065805,[喂狗组]《仁王》二周目全BOSS应对详解-九州篇,http://www.bilibili.com/video/av9065805,2017-03-09,14:14:36,31:13,12772,254,59,153,539
21,8930354,[喂狗组]《仁王》十一种实用技巧详解,http://www.bilibili.com/video/av8930354,2017-03-02,12:47:31,11:18,69272,395,232,1790,1315
22,7999599,[喂狗组] 女神异闻录5 全中文剧情解说-Part33 游戏进度12月24,http://www.bilibili.com/video/av7999599,2017-01-13,21:14:31,194:13,13624,628,118,61,367
23,7935132,[喂狗组] 女神异闻录5 全中文剧情解说-Part32 游戏进度12月份19~24日 End,http://www.bilibili.com/video/av7935132,2017-01-09,17:54:25,108:15,8983,484,94,69,318
24,7867760,"【喂狗组】魂3全boss速通世界纪录1:09:21 喂狗组原创""爽到线路"" 2017年1月5日",http://www.bilibili.com/video/av7867760,2017-01-05,08:26:59,85:30,615030,7741,2142,13770,13209
25,7844208,[喂狗组] 女神异闻录5 全中文剧情解说-Part31 游戏进度11月26~12月18,http://www.bilibili.com/video/av7844208,2017-01-03,19:15:57,79:27,7931,649,57,47,297
26,7774606,[喂狗组] 女神异闻录5 全中文剧情解说-Part30 游戏进度11月份22~25日,http://www.bilibili.com/video/av7774606,2016-12-30,18:53:09,142:54,8194,1179,85,54,438
27,7718902,[喂狗组] 女神异闻录5 全中文剧情解说-Part29 游戏进度11月份20~21日,http://www.bilibili.com/video/av7718902,2016-12-26,22:53:24,83:51,6532,800,45,54,309
28,7698048,[喂狗组] 女神异闻录5 全中文剧情解说-Part28 游戏进度10月份30~11月20日,http://www.bilibili.com/video/av7698048,2016-12-25,07:46:22,81:13,6231,395,42,62,287
29,7671128,[喂狗组] 女神异闻录5 全中文剧情解说-Part27 游戏进度10月份27~29日,http://www.bilibili.com/video/av7671128,2016-12-24,01:00:06,53:20,5910,416,38,42,266
30,7658200,[喂狗组] 尼尔:机械军团 试玩版 VaryHard难度无伤,http://www.bilibili.com/video/av7658200,2016-12-23,04:54:40,28:26,54124,537,195,522,470
31,7629604,[喂狗组]最终幻想15 跳跳乐迷宫速通 1分28秒,http://www.bilibili.com/video/av7629604,2016-12-21,04:20:17,01:49,76024,153,205,699,901
32,7580152,[喂狗组]最终幻想15 跳跳乐迷宫速通 5分17秒,http://www.bilibili.com/video/av7580152,2016-12-17,22:46:08,05:32,32896,208,161,431,895
33,7546559,[喂狗组] 女神异闻录5 全中文剧情解说-Part26 游戏进度10月份23~26日,http://www.bilibili.com/video/av7546559,2016-12-15,21:42:21,69:12,6688,656,33,55,319
34,7481063,[喂狗组] 女神异闻录5 全中文剧情解说-Part25 游戏进度9月22日~10月22日,http://www.bilibili.com/video/av7481063,2016-12-11,01:07:20,77:08,6412,546,43,45,337
35,7395444,[喂狗组] 女神异闻录5 全中文剧情解说-Part24 游戏进度9月份19~21日,http://www.bilibili.com/video/av7395444,2016-12-05,02:17:51,62:28,6922,474,57,53,347
36,7360783,[喂狗组]最终幻想15 跳跳乐隐藏迷宫全流程 在FF15里面玩毒图真开心,http://www.bilibili.com/video/av7360783,2016-12-03,01:09:47,107:21,31479,578,73,286,300
37,7260615,[喂狗组] 女神异闻录5 全中文剧情解说-Part23 游戏进度9月份13~18日,http://www.bilibili.com/video/av7260615,2016-11-26,01:55:11,80:39,8437,942,57,54,550
38,7215988,[喂狗组] 女神异闻录5 全中文剧情解说-Part22 游戏进度8月30~9月12日,http://www.bilibili.com/video/av7215988,2016-11-22,15:55:31,90:31,8762,1251,67,61,434
39,7133360,[喂狗组] 女神异闻录5 全中文剧情解说-Part21 游戏进度8月份21~29日,http://www.bilibili.com/video/av7133360,2016-11-17,01:18:02,81:43,9111,1260,55,64,471
40,7092416,[喂狗组] 女神异闻录5 全中文剧情解说-Part20 游戏进度7月26日~8月7日,http://www.bilibili.com/video/av7092416,2016-11-13,16:51:08,74:44,8863,807,60,64,479
41,7058675,【喂狗组】最终幻想15 试玩版 直播回放 Gay♂Gay的友情之旅,http://www.bilibili.com/video/av7058675,2016-11-11,13:19:26,92:35,12293,385,81,72,279
42,7056217,最终幻想15 试玩版 瞎眼BUG,http://www.bilibili.com/video/av7056217,2016-11-11,09:35:05,05:44,8509,80,34,19,120
43,7025704,[喂狗组] 女神异闻录5 全中文剧情解说-Part19 游戏进度7月份24~25日,http://www.bilibili.com/video/av7025704,2016-11-09,02:37:52,65:16,8258,991,102,58,547
44,7010944,[喂狗组] 女神异闻录5 全中文剧情解说-Part18 游戏进度7月份3~23日,http://www.bilibili.com/video/av7010944,2016-11-07,23:44:28,78:46,8639,976,95,61,559
45,6999053,[喂狗组] 女神异闻录5 全中文剧情解说-Part17 游戏进度6月20~7月2日,http://www.bilibili.com/video/av6999053,2016-11-07,00:21:29,72:38,8613,812,75,60,564
46,6982300,[喂狗组] 女神异闻录5 全中文剧情解说-Part16 游戏进度6月份15~20日,http://www.bilibili.com/video/av6982300,2016-11-05,23:28:52,105:01,10789,1398,79,67,666
47,6935818,[喂狗组] 女神异闻录5 全中文剧情解说-Part15 游戏进度6月份11~14日,http://www.bilibili.com/video/av6935818,2016-11-02,20:29:33,68:14,9465,1067,62,69,527
48,6882797,【喂狗组】黑暗之魂3 DLC  1级7周目+ 无伤击杀BOSS 王者哈士奇+小姐姐,http://www.bilibili.com/video/av6882797,2016-10-29,18:43:10,37:25,32986,672,123,243,1141
49,6853416,[喂狗组] 女神异闻录5 全中文剧情解说-Part14 游戏进度6月份6~10日,http://www.bilibili.com/video/av6853416,2016-10-27,22:55:19,43:43,9682,763,73,72,484
50,6826838,[喂狗组]手撕黑魂3DLC最终BOSS 芙莉德修女,http://www.bilibili.com/video/av6826838,2016-10-25,11:02:19,14:19,68324,988,358,444,1855
51,6772858,[喂狗组] 女神异闻录5 全中文剧情解说-Part13 游戏进度6月份2~5日,http://www.bilibili.com/video/av6772858,2016-10-21,22:09:00,79:19,11554,930,64,73,623
52,6744640,[喂狗组] 女神异闻录5 全中文剧情解说-Part12 游戏进度5月份18~31日,http://www.bilibili.com/video/av6744640,2016-10-19,13:00:26,59:55,10858,1003,64,73,592
53,6678146,[喂狗组]黑暗之魂3速通从入门到精通 邪道篇,http://www.bilibili.com/video/av6678146,2016-10-14,16:42:22,47:58,42822,1080,162,913,2357
54,6676845,[喂狗组] 女神异闻录5 全中文剧情解说-Part11 游戏进度5月份10~17日,http://www.bilibili.com/video/av6676845,2016-10-14,12:34:42,79:00,13234,1186,59,89,571
55,6636820,[喂狗组] 女神异闻录5 全中文剧情解说-Part10 游戏进度5月份6~9日,http://www.bilibili.com/video/av6636820,2016-10-11,07:04:16,53:22,12085,869,72,94,651
56,6619281,【喂狗组】黑暗之魂3 速通教学 从入门到精通 Part3 完结,http://www.bilibili.com/video/av6619281,2016-10-09,22:11:09,17:10,20929,376,105,249,849
57,6601368,[喂狗组] 女神异闻录5 全中文剧情解说-Part9 游戏进度4月28~5月05,http://www.bilibili.com/video/av6601368,2016-10-08,09:15:17,71:00,14589,1253,92,95,784
58,6567829,【喂狗组】黑暗之魂3 速通教学 从入门到精通 Part2 爵爵子配音版,http://www.bilibili.com/video/av6567829,2016-10-06,06:19:26,27:37,19328,415,102,206,596
59,6500936,[喂狗组] 女神异闻录5 全中文剧情解说-Part8 游戏进度4月份22~27日,http://www.bilibili.com/video/av6500936,2016-10-02,05:11:35,74:00,16695,1227,117,107,677
60,6464048,[喂狗组] 女神异闻录5 全中文剧情解说-Part7 游戏进度4月份17~21日,http://www.bilibili.com/video/av6464048,2016-09-29,12:18:01,61:00,14880,1073,64,93,555
61,6434015,[喂狗组] 女神异闻录5 全中文剧情解说-Part6 游戏进度4月份15~16日,http://www.bilibili.com/video/av6434015,2016-09-27,00:01:06,75:00,17416,1661,98,114,702
62,6424498,[喂狗组]跳楼妹子2试玩版解说(中文字幕),http://www.bilibili.com/video/av6424498,2016-09-26,02:20:22,27:58,16482,463,72,129,284
63,6392980,[喂狗组] 女神异闻录5 全中文剧情解说-Part5 游戏进度4月份13~14日,http://www.bilibili.com/video/av6392980,2016-09-23,22:34:17,44:59,15213,935,75,107,635
64,6380013,[喂狗组] 女神异闻录5 全中文剧情解说-Part4 游戏进度4月份12日,http://www.bilibili.com/video/av6380013,2016-09-22,20:43:02,65:00,17370,1274,56,125,767
65,6374818,[喂狗组] 黑暗之魂3速通 妹子都能打速通你们抓紧的 【转载】,http://www.bilibili.com/video/av6374818,2016-09-22,06:38:05,86:00,28356,683,154,320,84
