,aid,title,url,date,time,length,play,danmaku,review,favorites,coin
0,9464224,【老E】喷火！旋转！小潮男！我的杂技型手扶拖拉机！,http://www.bilibili.com/video/av9464224,2017-03-29,02:14:45,27:03,188140,6750,1532,2204,10171
1,9353046,【老E】多喝热水 Part.05,http://www.bilibili.com/video/av9353046,2017-03-23,22:41:56,00:00,289756,5660,2294,2873,12599
2,9068081,【老E】单身老汉？鬼父3D？老司机翻车！,http://www.bilibili.com/video/av9068081,2017-03-09,21:31:20,21:22,583245,7944,2021,3285,16786
3,8932956,【老E】找猹，狗眼已瞎,http://www.bilibili.com/video/av8932956,2017-03-02,20:59:38,27:03,646862,5654,2029,3574,13615
4,8802108,【老E】雨后小故事 Part.04,http://www.bilibili.com/video/av8802108,2017-02-24,03:39:16,36:36,383275,6191,3785,4108,16277
5,8725490,【老E】辣鸡游戏,http://www.bilibili.com/video/av8725490,2017-02-19,23:49:01,09:19,1206654,22251,5092,10359,31473
6,8569498,【老E】第一次约会 Part.03,http://www.bilibili.com/video/av8569498,2017-02-12,02:10:23,35:37,487127,9840,4496,4568,17655
7,8433883,【老E】汪汪汪！ Part.02,http://www.bilibili.com/video/av8433883,2017-02-06,00:05:18,32:39,630169,9895,5536,5359,22425
8,8376267,【老E】Go Home Part.01,http://www.bilibili.com/video/av8376267,2017-02-03,05:27:12,36:28,928107,11557,8587,11515,39416
9,8291836,【老E】我可能拿了一把假枪... 怪物:“同胞们！冲啊！”,http://www.bilibili.com/video/av8291836,2017-01-29,13:09:46,25:28,859117,10270,3870,2946,30272
10,8265264,【老E】这可能是一个假的大锤教程,http://www.bilibili.com/video/av8265264,2017-01-28,00:19:14,18:17,927469,10204,4487,3613,16992
11,8248432,"【老E】拿到枪了。怪物:”妈妈,我想回家......”",http://www.bilibili.com/video/av8248432,2017-01-26,23:46:21,32:56,792786,12985,3298,2888,18808
12,8208190,【老E】怪物们！你们接下来将要面对的是500强选手！,http://www.bilibili.com/video/av8208190,2017-01-24,23:04:20,51:41,1164327,28663,4171,5833,19578
13,8109862,【老E】我可能返了一个假校（和谐版）,http://www.bilibili.com/video/av8109862,2017-01-19,21:50:30,22:11,913928,34003,3987,6204,16116
14,7965865,【老E】论打飞机，还是我比较强,http://www.bilibili.com/video/av7965865,2017-01-11,20:49:16,24:11,884461,7664,4259,2766,21457
