,aid,title,url,date,time,length,play,danmaku,review,favorites,coin
0,9442249,【FGO】无间地狱——最初的高难度副本,http://www.bilibili.com/video/av9442249,2017-03-27,22:07:05,02:49,40928,264,495,409,1032
1,9256898,【塞尔达】手残党40秒无伤速刷银色人马,http://www.bilibili.com/video/av9256898,2017-03-18,23:50:05,05:57,13661,132,221,72,153
2,9221337,【塞尔达】荒野之息BUG，可以反复触发,http://www.bilibili.com/video/av9221337,2017-03-17,08:33:52,03:25,16933,124,239,37,175
3,9181787,【FGO】总司复刻卡池验毒,http://www.bilibili.com/video/av9181787,2017-03-15,06:42:57,12:25,57407,1739,624,282,527
4,9142162,【塞尔达】蛮人套装——全3迷宫,http://www.bilibili.com/video/av9142162,2017-03-13,03:49:29,16:35,9993,93,129,66,98
5,9134595,【塞尔达】四大迷宫BOSS战——骆驼+中途盗贼任务,http://www.bilibili.com/video/av9134595,2017-03-12,17:35:41,17:14,6380,145,115,21,80
6,9134493,【塞尔达】四大迷宫BOSS战——蜥蜴,http://www.bilibili.com/video/av9134493,2017-03-12,13:18:16,10:14,5137,85,89,13,68
7,9120309,【塞尔达】四大迷宫BOSS战——大象+中途人马任务,http://www.bilibili.com/video/av9120309,2017-03-12,03:12:14,14:45,10445,250,218,28,115
8,9120155,【塞尔达】四大迷宫BOSS战——飞鹰,http://www.bilibili.com/video/av9120155,2017-03-12,03:09:43,09:04,9517,195,130,19,111
9,9099290,【塞尔达】手残党还要刷人马,http://www.bilibili.com/video/av9099290,2017-03-11,06:36:28,01:55,19115,92,314,42,215
10,9088394,【FGO】普通的旧剑,http://www.bilibili.com/video/av9088394,2017-03-10,21:05:38,03:16,50995,424,684,296,522
11,9084097,【塞尔达】手残党也要刷古代套,http://www.bilibili.com/video/av9084097,2017-03-10,11:29:11,06:03,30553,205,307,100,253
12,9041572,【FGO】突如其来的旧剑卡池,http://www.bilibili.com/video/av9041572,2017-03-08,06:14:04,22:39,85072,3127,1111,606,1048
13,8912053,【FGO】黑化弱三分？,http://www.bilibili.com/video/av8912053,2017-03-01,10:09:33,05:16,78349,491,814,271,438
14,8905347,【FGO】史上最恶劣卡池验毒,http://www.bilibili.com/video/av8905347,2017-03-01,04:15:22,09:58,97312,2899,710,447,692
15,8820352,【FGO】恶势力登场,http://www.bilibili.com/video/av8820352,2017-02-25,01:34:04,03:06,89554,603,865,664,862
16,8812577,【FGO】新宿卡池验毒,http://www.bilibili.com/video/av8812577,2017-02-24,11:56:09,17:13,79398,3810,851,350,1051
17,8605416,【FGO】情人节复刻高难副本,http://www.bilibili.com/video/av8605416,2017-02-13,22:10:24,26:03,108395,2102,1081,815,1080
18,8548966,【FGO】想到阿福，JJ就会。。。。,http://www.bilibili.com/video/av8548966,2017-02-11,02:56:12,04:06,107843,743,1987,603,791
19,8499554,【FGO】盐川食我大光剑啦,http://www.bilibili.com/video/av8499554,2017-02-08,23:51:32,06:13,80790,1034,1197,342,715
20,8491612,【FGO】狂呆卡池一次非常不愉快的抽卡经历,http://www.bilibili.com/video/av8491612,2017-02-08,10:09:29,04:45,126147,3790,1343,570,1115
21,8373277,【FGO】谁是节奏之王,http://www.bilibili.com/video/av8373277,2017-02-03,03:07:02,00:55,116637,313,1041,543,789
22,8354056,【FGO】不暴击毋宁死,http://www.bilibili.com/video/av8354056,2017-02-02,03:51:14,15:34,103286,2369,872,855,950
23,8337524,【FGO】我大公今天也要玩暴击,http://www.bilibili.com/video/av8337524,2017-02-01,06:14:18,18:29,94543,1814,1609,650,735
24,8316240,【FGO】监狱塔速刷挑战,http://www.bilibili.com/video/av8316240,2017-01-31,03:40:24,13:04,74081,1068,761,439,725
25,8310697,【FGO】监狱塔90级新副本——辅助go,http://www.bilibili.com/video/av8310697,2017-01-30,21:15:09,58:06,73930,1904,587,397,530
26,8307429,【FGO】监狱塔——复刻新90级副本,http://www.bilibili.com/video/av8307429,2017-01-30,11:16:56,16:37,58379,880,494,286,568
27,8306524,【FGO】监狱塔——第七日,http://www.bilibili.com/video/av8306524,2017-01-30,10:17:36,05:36,43790,475,307,185,286
28,8290347,【FGO】监狱塔——第六日,http://www.bilibili.com/video/av8290347,2017-01-29,10:45:16,06:30,60534,1114,564,268,720
29,8275234,【FGO】监狱塔——第五日,http://www.bilibili.com/video/av8275234,2017-01-28,10:39:23,08:30,53841,677,416,236,564
30,8263096,【FGO】监狱塔——第四日,http://www.bilibili.com/video/av8263096,2017-01-27,21:09:04,03:18,64989,725,414,303,465
31,8245807,【阴阳师】辉夜姬传记——吹笛撩妹,http://www.bilibili.com/video/av8245807,2017-01-26,20:48:53,03:31,127555,1710,2339,715,858
32,8241470,【FGO】监狱塔——第三日,http://www.bilibili.com/video/av8241470,2017-01-26,10:35:05,05:03,42398,427,449,119,352
33,8222116,【FGO】监狱塔——第二日,http://www.bilibili.com/video/av8222116,2017-01-25,10:37:54,04:02,49021,365,419,269,364
34,8213906,【FGO】监狱塔——第一日,http://www.bilibili.com/video/av8213906,2017-01-25,04:02:14,07:02,57465,548,368,193,280
35,8213191,【FGO】抽卡！我的回合,http://www.bilibili.com/video/av8213191,2017-01-25,03:27:04,07:53,130251,7511,1040,606,1192
36,8200088,【阴阳师】还是斗鸡,http://www.bilibili.com/video/av8200088,2017-01-24,08:56:32,19:36,154428,3512,1475,482,1462
37,8180341,【阴阳师】辉夜姬斗鸡实测,http://www.bilibili.com/video/av8180341,2017-01-23,08:47:48,24:00,191321,4529,1406,825,1624
38,8149274,【阴阳师】厉害了我的幼女,http://www.bilibili.com/video/av8149274,2017-01-21,22:51:11,02:56,220043,1665,2072,951,1326
39,8147591,【阴阳师】又忘记了，几年来着？,http://www.bilibili.com/video/av8147591,2017-01-21,20:52:01,29:38,169955,11321,1173,754,2336
40,8026936,【阴阳师】鬼畜组长勇闯智障门,http://www.bilibili.com/video/av8026936,2017-01-15,06:48:42,16:52,175657,3233,1961,1494,2022
41,8006019,【阴阳师】红颜美少年登场—Kira☆~,http://www.bilibili.com/video/av8006019,2017-01-14,04:03:34,04:41,227455,1996,1411,1665,1861
42,7983093,【阴阳师】抽个卡而已,http://www.bilibili.com/video/av7983093,2017-01-12,22:25:51,26:26,274656,18922,1652,1721,4422
43,7982208,【阴阳师】红叶10层,http://www.bilibili.com/video/av7982208,2017-01-12,21:23:01,05:30,186405,1089,1736,770,731
44,7960178,【FGO】无双信条——我蛤某人今天就教你怎么做刺客,http://www.bilibili.com/video/av7960178,2017-01-11,07:46:28,04:34,206492,1145,1128,2183,1550
45,7956018,【FGO】王蛤卡池验毒,http://www.bilibili.com/video/av7956018,2017-01-11,03:31:17,08:38,97505,2908,559,406,1463
46,7932198,【阴阳师】和我一起哈啤,http://www.bilibili.com/video/av7932198,2017-01-09,09:31:24,33:04,142119,3848,1257,540,2565
47,7923937,【阴阳师】传记——赌上自己的下一秒,http://www.bilibili.com/video/av7923937,2017-01-09,00:14:56,02:03,112723,499,797,242,666
48,7913350,【阴阳师】鬼使黑魂10,http://www.bilibili.com/video/av7913350,2017-01-08,05:35:06,01:54,137096,509,878,584,870
49,7907294,【阴阳师】你居然在游戏里下毒,http://www.bilibili.com/video/av7907294,2017-01-07,23:45:49,08:27,186429,2150,1127,849,1382
50,7854772,【阴阳师】我这一叉子下去。。。可能谁都打不死,http://www.bilibili.com/video/av7854772,2017-01-04,09:25:25,28:01,382153,6976,2788,2001,2528
51,7826110,【阴阳师】我小叮当今天要打爆肉队,http://www.bilibili.com/video/av7826110,2017-01-02,08:45:09,21:57,251507,6147,2087,1542,2745
52,7819851,【阴阳师】咖喱GayGay——传记,http://www.bilibili.com/video/av7819851,2017-01-02,02:32:41,03:24,111288,1171,949,790,759
53,7800663,【FGO】好酷炫的武藏，小次郎你再看看你,http://www.bilibili.com/video/av7800663,2017-01-01,02:15:40,05:18,104912,1517,604,609,990
54,7798924,【阴阳师】一刀修罗~~参上！,http://www.bilibili.com/video/av7798924,2017-01-01,00:39:59,11:03,174370,2058,1214,902,1315
55,7798692,【阴阳师】迎接肉反时代的到来,http://www.bilibili.com/video/av7798692,2017-01-01,00:25:06,16:31,210439,2914,1011,970,1091
56,7791966,【FGO】元旦宫本武藏卡池验毒,http://www.bilibili.com/video/av7791966,2016-12-31,11:33:58,16:15,60372,3755,409,203,1091
57,7763486,【阴阳师】业原火副本,http://www.bilibili.com/video/av7763486,2016-12-30,02:52:46,06:14,156597,1958,1316,677,599
58,7759405,【阴阳师】新的式神已经出现,http://www.bilibili.com/video/av7759405,2016-12-29,21:41:22,93:54,225622,16358,1453,1384,3044
59,7719943,【阴阳师】你还是负责美吧~~~,http://www.bilibili.com/video/av7719943,2016-12-27,00:20:56,42:26,160418,4011,948,1183,927
60,7688927,【FGO】终章——终战,http://www.bilibili.com/video/av7688927,2016-12-24,23:46:42,65:20,173535,5611,910,4012,2291
61,7678411,【FGO】今晚你加班,http://www.bilibili.com/video/av7678411,2016-12-24,07:41:28,01:53,52658,233,199,192,413
62,7655303,【阴阳师】山兔塔10层攻略达成,http://www.bilibili.com/video/av7655303,2016-12-23,01:30:24,18:03,241443,3760,2092,2095,1733
63,7652904,【阴阳师】山兔塔9已过，塔10攻略中,http://www.bilibili.com/video/av7652904,2016-12-22,22:16:54,19:08,81234,1442,858,438,604
64,7649958,【FGO】魔神柱——师匠无双割草,http://www.bilibili.com/video/av7649958,2016-12-22,11:43:20,13:19,96911,2675,396,804,2309
65,7648756,【FGO】终章全剧情+战斗,http://www.bilibili.com/video/av7648756,2016-12-22,10:01:46,67:31,32765,483,134,606,259
