,aid,title,url,date,time,length,play,danmaku,review,favorites,coin
0,10361266,【FGO】杀生院1800KP副本Clear,http://www.bilibili.com/video/av10361266,2017-05-06,07:25:04,09:36,31686,642,555,168,538
1,10356993,【FGO】杀生院最强形态Clear,http://www.bilibili.com/video/av10356993,2017-05-06,05:02:29,29:52,54678,2296,1129,716,1615
2,10322984,【FGO】YAHOO~~~~刷心脏咯,http://www.bilibili.com/video/av10322984,2017-05-04,23:40:16,02:44,40578,290,439,205,533
3,10268755,【FGO】狂坦队新成员报到,http://www.bilibili.com/video/av10268755,2017-05-02,10:44:30,04:28,48876,540,542,243,676
4,10257827,【FGO】人一定要有梦想,http://www.bilibili.com/video/av10257827,2017-05-02,02:22:40,04:46,42182,479,485,184,496
5,10254384,【FGO】仓管喜+1,http://www.bilibili.com/video/av10254384,2017-05-01,22:47:07,03:39,45670,281,692,149,416
6,10243035,【FGO】CCC联动池验毒,http://www.bilibili.com/video/av10243035,2017-05-01,08:24:19,15:26,51709,2241,1102,264,838
7,10021281,【闪乱】摇起来,http://www.bilibili.com/video/av10021281,2017-04-22,08:09:09,34:28,39674,714,623,313,576
8,9922342,【FGO】长江你也配称王？——无礼装5回合秒穿,http://www.bilibili.com/video/av9922342,2017-04-17,23:33:29,04:04,80343,566,962,848,1291
9,9907568,【FGO】老子才是暴击之王——无礼装8回合速通,http://www.bilibili.com/video/av9907568,2017-04-17,05:00:13,06:14,63465,729,681,380,910
10,9902919,【FGO】谁是暴击之王——无礼装高难度副本,http://www.bilibili.com/video/av9902919,2017-04-17,01:01:24,09:41,52295,1031,720,274,774
11,9829276,【真3斩】好困，割个草提提神,http://www.bilibili.com/video/av9829276,2017-04-14,02:41:02,04:07,34621,265,343,141,365
12,9815491,【真3斩】手机版无双割草,http://www.bilibili.com/video/av9815491,2017-04-13,07:58:37,18:37,57089,805,653,257,335
13,9762242,【FGO】可爱即是正义，食我斯卑修姆光线啦,http://www.bilibili.com/video/av9762242,2017-04-10,21:29:41,04:30,70544,553,595,528,883
