,aid,title,url,date,time,length,play,danmaku,review,favorites,coin
0,9907568,【FGO】老子才是暴击之王——无礼装8回合速通,http://www.bilibili.com/video/av9907568,2017-04-17,05:00:13,06:14,25603,476,540,180,670
1,9902919,【FGO】谁是暴击之王——无礼装高难度副本,http://www.bilibili.com/video/av9902919,2017-04-17,01:01:24,09:41,26147,760,585,156,611
2,9829276,【真3斩】好困，割个草提提神,http://www.bilibili.com/video/av9829276,2017-04-14,02:41:02,04:07,30604,254,316,140,353
3,9815491,【真3斩】手机版无双割草,http://www.bilibili.com/video/av9815491,2017-04-13,07:58:37,18:37,52542,772,637,259,328
4,9762242,【FGO】可爱即是正义，食我斯卑修姆光线啦,http://www.bilibili.com/video/av9762242,2017-04-10,21:29:41,04:30,57742,506,580,486,832
5,9749312,【FGO】咕哒咕哒二期，高难度副本?,http://www.bilibili.com/video/av9749312,2017-04-10,05:41:57,03:20,44091,379,652,264,784
6,9634802,【FGO】土方卡池验毒,http://www.bilibili.com/video/av9634802,2017-04-05,08:44:43,15:16,50663,1608,819,154,667
7,9442249,【FGO】无间地狱——最初的高难度副本,http://www.bilibili.com/video/av9442249,2017-03-27,22:07:05,02:49,71532,352,635,547,1344
8,9256898,【塞尔达】手残党40秒无伤速刷银色人马,http://www.bilibili.com/video/av9256898,2017-03-18,23:50:05,05:57,17441,143,223,90,172
9,9221337,【塞尔达】荒野之息BUG，可以反复触发,http://www.bilibili.com/video/av9221337,2017-03-17,08:33:52,03:25,19672,131,244,42,187
10,9181787,【FGO】总司复刻卡池验毒,http://www.bilibili.com/video/av9181787,2017-03-15,06:42:57,12:25,63736,1903,638,285,561
11,9142162,【塞尔达】蛮人套装——全3迷宫,http://www.bilibili.com/video/av9142162,2017-03-13,03:49:29,16:35,11596,102,133,91,102
12,9134595,【塞尔达】四大迷宫BOSS战——骆驼+中途盗贼任务,http://www.bilibili.com/video/av9134595,2017-03-12,17:35:41,17:14,7507,151,116,22,81
13,9134493,【塞尔达】四大迷宫BOSS战——蜥蜴,http://www.bilibili.com/video/av9134493,2017-03-12,13:18:16,10:14,5787,89,90,14,68
14,9120309,【塞尔达】四大迷宫BOSS战——大象+中途人马任务,http://www.bilibili.com/video/av9120309,2017-03-12,03:12:14,14:45,11633,261,217,28,119
15,9120155,【塞尔达】四大迷宫BOSS战——飞鹰,http://www.bilibili.com/video/av9120155,2017-03-12,03:09:43,09:04,10346,198,132,19,113
16,9099290,【塞尔达】手残党还要刷人马,http://www.bilibili.com/video/av9099290,2017-03-11,06:36:28,01:55,20229,95,314,45,217
17,9088394,【FGO】普通的旧剑,http://www.bilibili.com/video/av9088394,2017-03-10,21:05:38,03:16,56870,452,693,311,541
18,9084097,【塞尔达】手残党也要刷古代套,http://www.bilibili.com/video/av9084097,2017-03-10,11:29:11,06:03,32990,208,313,115,255
19,9041572,【FGO】突如其来的旧剑卡池,http://www.bilibili.com/video/av9041572,2017-03-08,06:14:04,22:39,87949,3208,1120,604,1069
20,8912053,【FGO】黑化弱三分？,http://www.bilibili.com/video/av8912053,2017-03-01,10:09:33,05:16,82348,502,819,278,451
21,8905347,【FGO】史上最恶劣卡池验毒,http://www.bilibili.com/video/av8905347,2017-03-01,04:15:22,09:58,99846,2939,713,443,708
22,8820352,【FGO】恶势力登场,http://www.bilibili.com/video/av8820352,2017-02-25,01:34:04,03:06,94483,625,867,685,878
23,8812577,【FGO】新宿卡池验毒,http://www.bilibili.com/video/av8812577,2017-02-24,11:56:09,17:13,80905,3835,851,346,1064
24,8605416,【FGO】情人节复刻高难副本,http://www.bilibili.com/video/av8605416,2017-02-13,22:10:24,26:03,114579,2140,1082,821,1094
25,8548966,【FGO】想到阿福，JJ就会。。。。,http://www.bilibili.com/video/av8548966,2017-02-11,02:56:12,04:06,115516,782,2016,632,805
26,8499554,【FGO】盐川食我大光剑啦,http://www.bilibili.com/video/av8499554,2017-02-08,23:51:32,06:13,83670,1044,1198,350,727
